strategy,mean_hv,std_hv,ci_lower,ci_upper,n
nsga2,9.985846698304673,6.836796702741272,6.672963701155686,14.807428577178564,10
simple,19.659849818623798,6.840189281275653,14.823850457575872,22.921349086940033,10
random,7.610380186580191,0.32598775031187144,7.418561552490744,7.805471553585568,10
